score;content;sentimen
5;App nya bagus, cocok untuk pemula dengan modal kecil;Positif
1;average bermasalah ni ajaib...mengecewakan..!! babp naik sdh 24% koq di porto saya naiknya cuma 10%;Negatif
5;Mantap;Positif
1;Sudah mengajak teman 10 orang buat berinvestasi di ajaib tapi gak dapat reward dari event ajaib bagi-bagi bagi angpao. Komplain ke sutomer service jawabannya muter-muter.;Negatif
5;Nice;Positif
5;Kini dunia telah terbuka lebar, dan semuanya telah terbuka di hadapan qita untuk menjelajahi dunia yg sebenarnya, untuk kepada ummah diseluruh plosok tanah air, ayo mari qita berganden bahu untuk merai masa depan Indonesia cemerlan bersama qita bisa,;Positif
5;Josss;Positif
5;Bagud;Positif
1;Kagak bisa daftar. SIAPA YG MAKE NIK GW. Pihak ajaib saya minta penjelasannya;Negatif
5;Top;Positif
5;Keren;Positif
5;Setelah 3 bulan pakai ajaib... ini yg paling mudah diantara mobile sekuritas bank lain. I love ajaib.Ada auto jual auto beli. Ada semacam shortcut liat yg rame di running trade. Enak pol. Kalo mau buka rdn sebaiknya bank nya bca atau permata. Langsung jadi. Gak nunggu lama asal gak ada kendala pd doc lain.;Positif
5;Oke;Positif
5;Mantap;Positif
5;Menyenangkan;Positif
5;Beli satu produk yg sama beberapa kali, harus nya bisa milih mw jual yg harga berapa..;Positif
5;Kren;Positif
1;Proses verifikasi lama dan tidak ada pemberitahuan.;Negatif
1;Lama proses verifikasi nya;Negatif
5;Sangat abgus;Positif
1;Maaf saya kasih bintang 1 karena Lama diregistrasi;Negatif
5;Aplikasinya bagus;Positif
5;Siip;Positif
1;Proses penarikan RDN nya lamaaaa banget;Negatif
5;Aplikasinya baguss bangettt;Positif
2;Coba dulu;Negatif
1;Sudah sebulan nggu verifikasi akun, tetap disuruh nunggu membutuhkan 4 smpai 5 hari kerja, gmna sih ni aplikasi;Negatif
5;Mantap;Positif
5;Aplikasi mantap waaaaawewwww;Positif
5;Oke;Positif
5;Aplikasi yang sangat amat bagus, ui ux nya nyaman dan informatif, membuat penggunaan sangat efisien. Broker fee yang juga murah dan banyak event menguntungkan;Positif
5;Aplikasi nya mantap;Positif
5;Sangattt bagussss;Positif
5;Bagus banget;Positif
5;keren;Positif
5;Bagus sekalii.. 😊😊😊🙏🙏🙏🙏;Positif
1;Ini gimana lah tarik dananya, pemberitahuannya sudah di kirim tpi. Blm masuk jugaa;Negatif
5;Terimakasih;Positif
5;Mantap;Positif
5;Semoga bisa membantu investasi saya.. semoga aplikasi ajaib selalu amanah, dan sukses selalu;Positif
5;top markotop;Positif
5;Good;Positif
1;Pas inves masuknya 5 mnit, tapi pas penarikan sudah seminggu tapi masih aj proses belum masuk kesaldo.;Negatif
5;Ok;Positif
2;mengapa Sekarang deposit saya telat masuk;Negatif
5;Mantappppp;Positif
5;Bagusss sekaliii;Positif
1;Bingun;Negatif
1;Dear pihak ajaib sekuritas. Mohon bantuan nya agar saya dapat menambahan ajaib sekuritas untuk broker dan mohon verifikasi SID saya agar saya dapat order book pada E IPO. Terima kasih. Saya juga sudah komplain ini terhadap ajaib agent live chat respon nya kurang.;Negatif
5;Woww;Positif
5;Mantap;Positif
5;Coollll;Positif
5;Mantap;Positif
1;Saya kasi bintang 1 dulu, soalnya verifikasi data tidak bisa dengan alasan jaringan anda terputus. Padahal saya pakai wi-fi;Negatif
5;Aplikasi yang bagus dan mudah digunakan bagi pemula untuk investasi dengan tapilan yang simpel dan menarik;Positif
5;Thanks youu, aplikasinya bermanfaat banget bun;Positif
5;sangat bermanfaat;Positif
1;Tolong diperlukan untuk mengganti rekening bank untuk pencarian. Dengan menu merubah rekening sesuai nama dan ktp bank sebelumnya. Terima kasih semoga ditanggapin;Negatif
5;Aplikasi yang sangat bermanfaat bagi kita yang ingin memulai investasi;Positif
5;Aplikasi bagus buat pemula;Positif
1;Ajaib banget;Negatif
5;Aplikasi nya sangat bagus. Top markotop. Semoga saya bakal betah pakai aplikasi ini.;Positif
5;appnya bagus banget;Positif
5;Terima kasih sdh memfasilitasi saya berinvestasi, belajar, dan diskusi dgn investor lain. Salam sukses buat semua tim Ajaib dan teman2 investor!;Positif
5;Waah aplikasi yang sangat bermanfaat;Positif
5;Kenapa verifikasi saya belum di setujui, padahal sudah lebih dari 5 hari.;Positif
1;Aplikasi gk bermutu. Udah daftar dari awal ngisi data sekarung giliran mau di kirim malah error...;Negatif
5;Wow bagus banget aplikasinya. Buruan download🥰;Positif
5;sangat bermanfaat👍;Positif
5;aplikasi ini sangat bermanfaat untuk yg mau belajar berinvestasi;Positif
5;Keren si aplikasinya Sangat rekomend, mantapp;Positif
5;aplikasinya sangat berguna untuk yang mau berinvestasi;Positif
5;Di coba dulu;Positif
5;Mantap;Positif
5;Keren;Positif
5;Sangat keren;Positif
5;👍;Positif
5;Bagus;Positif
5;Bagus;Positif
5;Mantap tingkatkan lagi;Positif
5;Iya bagus;Positif
5;Mantap, saham yang ditawarkan nggak kaleng kaleng dan terpercaya, saya kasi bintang 5;Positif
5;Keren abis;Positif
5;Membantu sekali saya dalam finansial life.;Positif
5;cocok banget buat pemula, mantap👍;Positif
5;Keren banget aplikasinya;Positif
5;Aplikasi yg bermanfaat buat masa depan;Positif
5;Keren bgt;Positif
1;Udah 3 hari narik uang, tapi gk masuk ke rekening,;Negatif
5;Bagus banget app nya,aman buat investasi,mantap🔥;Positif
5;Aplikasi bagus dan bermanfaat;Positif
5;3 bulan udah jadi pemula lumayan dapat profit skitar 500000;Positif
5;Keren bangettt👍👍👍👍👍👍 MANTULLLLL;Positif
5;Bagus banget apk nya;Positif
5;Aplikasinya keren dan seru bangett, mantabb dehh;Positif
1;Sudah milih opsi tarik ke bca malah ke rdn. GOBLOG;Negatif
5;Mantap nih buat investasi masa depan;Positif
5;mantap keren;Positif
5;Keren;Positif
5;mantab;Positif
5;Bagus josss..... Mantap;Positif
5;Aplikasinya bangus banget, sangat membantu;Positif
5;aplikasinya bagus dan mudah dipakai;Positif
5;its work👌;Positif
5;Aplikasi nya mantap;Positif
5;Bgus aplikasinya;Positif
5;Keren dan seru aplikasinya👍;Positif
5;Aplikasinya bagus sekali sangat membatasi banget makasih😊;Positif
5;Aplikasi ini sangat menarik, mudah dalam pengoperasiannya, dan membantu para pemula yang ingin memulai investasi👍;Positif
5;Ajib si app nyaa,, keren mantap..;Positif
5;Simple dan sangat membantu bgt apalagi buat pemula.;Positif
5;Bagus sekalii aplikasi nya, syukaa deh;Positif
5;bagus banget;Positif
5;sangat membantu;Positif
5;Aplikasi yang sangat bermanfaat untuk yang mau investasi , aman dan terpercaya;Positif
5;Baik.;Positif
5;Bagus banget aplikasinya🤩🤩;Positif
5;Keren banget aplikasinya;Positif
5;👍👍👍👍👍👍👍👍👍👍👍;Positif
5;Aplikasinya bagusss 👍🏻👍🏻;Positif
5;Aplikasi ini sangat bagus dan sangat mudah untuk digunakan. Terlebih bagi pemula yang ingin melakukan investasi. Panduan yang diberikan pun cukup mudah untuk dimengerti;Positif
5;trimakasih. sudah mengajarkan saya tentang inpestasi;Positif
5;top dah, fitur yg lengkap juga didukung tampilan yg kece.;Positif
5;Wah aplikasinya sangat membantu🤍;Positif
5;bagus untuk belajar investasi;Positif
5;Twrimakasih ajaib;Positif
5;Bagus banget;Positif
5;aplikasinya bagus;Positif
5;Suka bgt sma aplikasi ini, aplikasi investasi yg sgt baik, aman, terpercaya dan mudah dimengerti, bismillah cuan terusss 😜;Positif
5;good;Positif
5;Wah sangat bagus sekali;Positif
5;Sangat memuaskan dan memudahkan;Positif
5;Bagus;Positif
5;aplikasi bagus, mudah dan terpercaya! bermanfaat untuk di jaman digital seperti sekarang👍;Positif
5;Aplikasi yang sangat bagus untuk investasi saham. Sudah terdaftar di OJK. Sangat aman.;Positif
5;Gila sih, bagus banget ini aplikasi;Positif
5;baguuusss;Positif
5;Mantap;Positif
5;Aplikasinya keren banget!!! Cocok nih buat kaum muda yang mau berinvestasi.;Positif
5;Aplikasi ajaib sangat cocok sekali untuk berinvestasi saham;Positif
5;Semoga saldo saya bertambah;Positif
5;keren;Positif
5;aplikasi nya mudah dimengerti, cocok buat yang mau mulai investasi, ngga ribet, mau top up-tarik juga gampang... Sip lah;Positif
5;Wow bagus banget parah hehe;Positif
5;Mantep;Positif
5;Bismillahirrahmanirrahim ...;Positif
2;Warna di candlelisting buram( kurang jelas dan kurang cetah;Negatif
5;Aplikasinya berguna untuk anak muda yang ingin berinvestasi untuk masa depan;Positif
5;Mantap sekali ajaib 👍;Positif
5;Mudah di pahami;Positif
5;Easy job big money;Positif
5;Keren banget aplikasinya!;Positif
5;good;Positif
5;aplikasi ini kerenn;Positif
5;Mantap;Positif
5;⭐5++++;Positif
5;Good;Positif
5;👍👍;Positif
1;Jelek banget pelayanan nya sekarang, mending nyari broker yang fastrespon dah, apa2 terlambat mulu, cs nya cuek lagi;Negatif
5;Saya sudah mendownload aplikasi ajaib,tetapi kenapa untuk warna sahamnya di portofolio tidak ada hijau dan merah yah?cara settingnya bagaimana?;Positif
5;👍👍👍;Positif
5;👍;Positif
5;👍👍👍;Positif
5;tampilan mudah di mengerti;Positif
5;Aplikasinya nya baguss, sipp pokoknya 👍;Positif
5;Good;Positif
5;Mantap;Positif
2;Klo udah gagal terverifikasi udah gk bisa ngapa2iin inii akun...;Negatif
5;Apk nya sangat mantap mantap;Positif
5;Mantap;Positif
5;Good;Positif
1;uang tidak masuk ke atm pribadi saya. sedangkan di aplikasi ajaib sudah terkonfirmasi masuk;Negatif
5;Sangat familiar dan mudah dipahami;Positif
5;Good;Positif
5;bagus banget 👍🏻;Positif
5;Aplikasinya baguss;Positif
5;Bagus banget aplikasi nya udah terdaftar di OJK juga 😍;Positif
5;Ok;Positif
5;aplikasinya menarik, bagus jugaa😊;Positif
5;bagus.... sy jadi bisa belajar pasar saham secara langsung;Positif
5;Aplikasi Sangat bagus;Positif
5;Ok;Positif
5;Mantap;Positif
1;"Gak jelas kali, saya melakukan penarikan RDN terus ada notif Dana RDN sudah di transfer ke rekening pas saya cek malah belum masuk, saya nungguin dari pagi sampek sore gak masuk masuk juga. Buat keluhan melalui email eh malah cuman jelasin hal"" yang udah saya tau.. di chat dri apk nya juga gadak respon... kecewaaa kali sama CS nya";Negatif
5;Bagus;Positif
5;Sukses selalu;Positif
1;Maaf saat pendaftaran nik kita sudah terdaftar ko bisa ya kalo ga sesuai sama poto orang ya jangan di acc dong;Negatif
5;Masih tahap belajar;Positif
5;Gg;Positif
5;Mantp;Positif
5;Ada yg mau saya tanya, knp di portofolio saya masih ada waranseri nya UVCR padahal W nya udh saya jual.. Jadi sedikit mengganggu di porto. Mhn di bantu;Positif
1;Ajaib makin kesini, kenapa semakin g jelas ya aplikasinya. Sering logout sendiri dan yang terbaru login dengan google saja g bisa. Padahal ketika membuat diawal memakain google. Tolong segera perbaiki. Trim;Negatif
5;Semoga aman dan terpercaya;Positif
5;Aplikasi ideal bagi pemula,,mudah dioperate dan dimengerti, proses registrasi sangat cepat;Positif
5;Bagus;Positif
5;Bismillah;Positif
5;Aplikasi oke Tingkatka lg kualitas aplikasi ajaibnya tambah oke;Positif
1;Buruk...!!!.. kalo buka peluang saham gak di liat dulu terlalu banyak saham yang tidur gak bisa di jual...ajaib buruk;Negatif
5;Bgus walaupun blum paham;Positif
5;Mantap;Positif
2;Tolong di perbaiki kebanyakan ngeleg mau jual sending terus allhasil jadi ke bawah sahamnya ah;Negatif
1;sering eror;Negatif
5;applikasinya bagus bangett..meskipun blum paham cara kerjanya....semoga barokah aminn..;Positif
1;Fitur nego aja ga ada. Hadeh.;Negatif
1;Proses wd parah,,;Negatif
1;Susah top up terlalu banyak verifikasinya;Negatif
1;Aplikasi burik 👎👎👎👎👎;Negatif
5;Saya suka aplikasinya, bagus dan investasi juga lancar👍;Positif
1;Narik RDN tidak masuk2.. Kecewa;Negatif
5;Aplikasi investasi terbaik yg pernah saya tahu.. Perbanyak event biar makin joss;Positif
5;Aplikasi yang mudah di pahami dan aman, jadi semangat untuk berinvestasi di Ajaib demi masa depan yang cerah 💪💪;Positif
1;"Awalnya Oke sih, Tapi Lama Kelamaan Berbahaya. Aplikasinya Sewaktu-waktu berubah tanpa notifikasi. Contoh, saldo saya sdh cukup banyak di saham Ajaib. Kebetulan saya mau Jual, eh tiba tiba gak bisa masuk akun. Dicoba berkali kali tetep aja gak bisa. Katanya Password atau email salah Padahal kita yakin betul pass dan email sdh benar, dan kemudian muncul tulisan ""Sistem error"" Ya mau gak mau ganti password Terus di coba, Alhamdulillah bisa masuk juga. Saya rasa jangan lama-lama dgn apk ini.";Negatif
2;Kenapa data di Ajaib sekarang delay & lag parah, bid & ask nya ga gerak kecuali pindah menu dulu baru berubah angka bid & asknya (refresh), itu pun masih diam ga gerak, kecuali pindah menu lg baru berubah lagi. Perbaiki dong, ini bukan masalah jaringan, ini masalah server atau bug aplikasi, saya punya aplikasi sekuritas lain selain ajaib, aplikasi sekuritas lain berfungsi dengan baik. Bid & asknya realtime bergerak.;Negatif
5;Bagusss gehh;Positif
5;Okeeeee;Positif
5;Its easy to use and so far so good!;Positif
5;Sangat bagus;Positif
5;Kapan APP ini dapat pesan IPO di app sendiri yah, sekuritas lain aja udah ada bahkan sekuritas baru sudah ada fitur pesan saham IPO. AJAIB KAPAN;Positif
2;Withdraw saldo sudah terpotong tapi uang belum masuk rekening, Mengecewakan;Negatif
5;Bagus;Positif
5;Mantap;Positif
1;Baru buka aplikasi kenapa ada data saya dan norek, padahal blm investasi, harap data personal saya dihapus, cs chat nya tidak respon;Negatif
2;Kàgak Paham;Negatif
2;Kok tidak ada yang baru setelah update;Negatif
5;Mantap;Positif
5;Nice aplikasi;Positif
5;bagus 👍🏻;Positif
5;Aku bangga dengan diriku sendiri, karena sekarang aku dapat berinvestasi. Terimakasih ajaib.;Positif
5;Blom ada penglamn karna blom ada modal buat inves;Positif
5;👍👍;Positif
5;Aplikasi sangat membantu bagus sekali;Positif
5;kbl kbl kbl keren bgt loch;Positif
5;ok;Positif
1;Kenapa pas foto KTP di step pertama gagal Mulu. Padah sudah jelas kagak blur. Pas sudah saya foto terus saya pencet centang✓ kembali ke kamera lagi. terus ber ulang2 kek gitu..;Negatif
1;Sangat mengecewakan Sid saya di ajaib tidak bisa buat eipo..slalu di tolak Sudah menghubungi pihak ajaib tapi tidak ada respon..bagaimana bisa profesional kalau hal2 begini tidak bisa di atasi..karna ketepatan waktu sangat penting untuk investasi.. Momen tidak akan terulang prinsip jual beli saham..saya sangat kecewa dengan ajaib;Negatif
5;Investasi jadi lebih mudah;Positif
5;Mantep deh;Positif
5;Kok saya mau nyerahkan foto KTP gk bisa² ya.tolong dibantu;Positif
5;Mantap;Positif
5;aplikasi yang baik untuk belajar investasi dan tampilannya mudah dimengerti;Positif
5;kata yuri suruh download;Positif
5;Aplikasinya sangat bagus;Positif
5;Keren cocok untuk pemula;Positif
1;klo undang teman di hari jumat, berhasil top up dan beli saham, bonus buying nya di proses hari itu apa nunggu hari senin ka? klo udh masuk aku rubah bintang 5 🙏 soalnya sampe skarang belum masuk bonus nya, padahal dari event sebelumnya lancar semua;Negatif
5;Bimsalabim abracadbra ajaib bener bismillah cuan moga halal dan berkah yak;Positif
5;Sangat membantu;Positif
5;Kerennn;Positif
5;Aplikasinya sangat membantu, terimakasih...;Positif
5;Investasi yang sangat aman dan akurat;Positif
5;Aplikasi nya sangat berguna, dan selalu membantu saya, terima kasihhh😍;Positif
5;Baguss bgt aplikasinya, pokoknya ngebantu bgt dehhh;Positif
5;Baguss terpercaya;Positif
5;ajaib emang top;Positif
5;sangat mudah digunakann 😄😄;Positif
5;Sangat membantu;Positif
1;Kenapa yg pakai RDN BCA tidak bisa ganti ke rek Bank Lain????;Negatif
5;good;Positif
1;Kurang memuaskan seharusnya pake rekening digital bisa min;Negatif
5;Mantap;Positif
5;Aplikasi ini memiliki tampilan yang dapat dipahami oleh pengguna dengan mudah;Positif
5;good 👍;Positif
5;Good⭐⭐⭐⭐⭐;Positif
5;Bagus;Positif
5;Good;Positif
5;Keren;Positif
5;👍👍👍👍;Positif
5;Keren;Positif
5;Mantab;Positif
5;Alhamdulillah ajaib cocok untuk scalping jg untuk day trading menu2 simpel dan lengkap sehingga mudah di gunakan;Positif
5;Bagus;Positif
5;Nice application;Positif
5;keren;Positif
5;App nya rekomendasi banget untuk yang mau investasi aman dan user friendly;Positif
5;ajaib sesuai aplikasi 👍🏻;Positif
5;Mantap..., Aplikasi reksadana yang simpel dan mudah digunakan;Positif
2;Sangat bagus;Negatif
5;aplikasi yang sangat bermanfaat :);Positif
5;Ntaps;Positif
5;Baik;Positif
5;Waw amazing;Positif
5;Good;Positif
5;Sangat baguss mantap;Positif
5;Aplikasinya bagus, fitur yang disediakan juga mudah dipahami👍;Positif
5;Aplikasinya sangat bermanfaat dan menarik;Positif
5;Sangat bagus;Positif
5;Aplikasi investasi yang sangat baik, fitur-fiturnya sangat mudah dimengerti, cocok untuk digunakan oleh pemula seperti saya, good job ajaibb!!;Positif
1;Kak..ini kiq ribet ya..harus pakai alamat kantor..rt rw kantor...saya fikir..mudah gitu untuk daftar nya...;Negatif
5;Aplikasinya bagus dan mudah di mengerti;Positif
5;aplikasi sangat baikk;Positif
5;Bagus;Positif
5;Ajaib ajib;Positif
5;Aplikasi nya bagus, sesuai namanya ajaib, untuk kalian yg ingin investasi saham coba aplikasi ini karena sudah terpercaya;Positif
5;Bermanfaat;Positif
5;Bagus dan bermanfaat;Positif
1;Udah ganti password, tapi tetap aja gabisa masuk cok;Negatif
1;Baru mau daftar aja udah ribet, bagaimana ke depannya,,,, Mending masang online togel,,, simple dan transfaran,,,😀 walau menyesatkan, tapi SISTEMNYA lebih mudah di jalankan.🙏😂;Negatif
5;Oke banget;Positif
5;Mending Ipot;Positif
5;👍🏻;Positif
5;Rekomended;Positif
5;Aplikasinya mudah digunakan, user friendly. Ditambah lagi ada panduan yang sangat membantu;Positif
5;Recommended untuk para pemula. Fiturnya simpel, cara registrasi juga mudah;Positif
5;mantap;Positif
5;Awal langkah menuju kemakmuran;Positif
1;Bagi yg mau daftar aplikasi ini mending jangan dah, terlalu banyak problem. Mulai dari pendaftaran biodata pribadi, penjualan hingga pembelian saham, dan penggantian rekening bank ribet nya minta ampun, aplikasi cacad. Ntar kalo dah bagus saya kasih 🌟5️⃣;Negatif
5;Aplikasi nya bagus, mudah dimengerti cocok untuk pemula yang mau belajar berinvestasi;Positif
1;Mau tanya, saya ada kendali tidak dapat bertransaksi itu kenapa ya?;Negatif
5;Aplikasinya bagus;Positif
5;Sipsip;Positif
5;keren bangett aplikasi ajaibnya;Positif
5;Bagus;Positif
5;Apk nya bagus, sangat membantu;Positif
5;Nice app;Positif
5;Bagus,,apliaksi invewstasi yang terbaik sangat mudah dipahami<<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Positif
5;❤️❤️❤️;Positif
5;bagus;Positif
5;Mantap;Positif
5;༺۵​᭄◤﹏࿐◥༻﹏▥𓆩༻﹏▥◥⫷;Positif
5;Mangstap;Positif
5;👍👍👍;Positif
5;kerennn;Positif
5;mantap;Positif
5;Dfuududu;Positif
5;Awwwww;Positif
5;GOOd;Positif
5;Kereeen! Cukup mudah dipahami;Positif
5;Aplikasi bagus dan mudah digunakan;Positif
5;Kerenn bgtt 🤑;Positif
2;Kenapa saya gak bisa jual saham saya;Negatif
5;Mantaap, pertahanin kinerja bagusnya dan jika bisa tingkatkan 👍👍👍;Positif
2;Mau tanya kenapa akun saya invalid?;Negatif
2;Klau mau tarik tunai harus cepat dan jangan lama , kalau ada maslah langsung di tinjak lanjutin jangan cuwek aja tolong biyar berkembang ajaib biyar tidak ada yang kecewa;Negatif
2;Kak saya udah registrasi dan rekening saya salah bagaimana cara mengganti nomer rekeningnya saya kak. Jangn buat kami menjerit kak;Negatif
5;Mantap;Positif
5;👍👍👍👍👍👍👍👍👍👍👍👍;Positif
5;Sangat bagus;Positif
5;Di saat saya mendonlod ajaib di situ lahh bangkit dariii keterburukan;Positif
5;Baguss banget apknya;Positif
5;Aku baru banget mulai investasi, semoga konsisten terus sampe kaya raya hehehe;Positif
5;Bagus banget lah pokoknya membantu sekalih :);Positif
5;Mantap;Positif
5;aplikasi keren sangat bermanfaat👍👍;Positif
5;Joss gandos Disuruh temen;Positif
5;Belajar investasi dari platform ini, membuat saya terbuka akan finansial. Fasilitas yang dibawakan juga banyak;Positif
5;bagus bagus;Positif
5;saya tadi udah rating mas, tapi malah di ajak liburan ke Cappadocia, jadi rating ulang. gapapa padahal dream saya ke Kwangya😌;Positif
5;Aplikasi ini sangat bermanfaat bagi saya untuk menginvestasikan sejumlah uang menjadi passive income. Selain itu, tampilan aplikasi ini menarik dan mudah digunakan. Semoga semakin banyak orang memanfaatkan aplikasi ini.;Positif
5;Mantap;Positif
5;Ajaib👍👍;Positif
5;Apkk nya bagus bgt ,buat yg pengen belajar investasi;Positif
1;Lama pendaftaran nya apk ap ini;Negatif
5;App bagus;Positif
5;Apknya keren 👌;Positif
5;Mantuuul;Positif
5;Mantap, sungguh ajaib;Positif
5;Nice;Positif
5;Kerenn🙌;Positif
5;Mantap;Positif
5;ajaib sekali;Positif
5;Mantapp 👍🏼👍🏼;Positif
5;Disuruh yasmin xixixi;Positif
5;👍🏻;Positif
5;GG ajaib;Positif
5;Ajaib : Kuberi 1 Permintan🙏 Aku : ingin Dapet 1 Slot Saham Yang isinya 2.200.000 🙏😂;Positif
5;Aplikasinya berguna banget, rekomendasi untuk didownload;Positif
5;Pengalaman terbaik bisa investasi di ajaib;Positif
5;salah satu platform terbaik dan sangat cocok sekali bagi para millenial untuk berinvestasi. Fitur-fitur nya sangat lengkap dan praktis sekali penggunaannya.;Positif
5;Mantap;Positif
5;Tampilan menarik Memiliki semua menu yang di butuhkan Punya data profile perusahaan yang lumayan lengkap Juga memiliki menu technical yang membantu memberikan kesimpulan analisis;Positif
5;Good;Positif
5;appsnya bagusss 👍👍;Positif
5;Mantul aplikasinya nih, mudah di mengerti oleh pemula.;Positif
5;Belajar investasi;Positif
5;semoga berkah;Positif
5;mantap😍;Positif
1;Ternyata aplikasi kerjasama dg bank permata dan wajib pakai RDN bank permata. Disisi lain bank permata parah layanan dan aplikasi bintang 0. Mending pindah aplikasi lain. Meski biaya adm. Lebih tinggi mending langsung ke sekuritas bank terkait langsung.;Negatif
5;Bagus;Positif
5;Bagusss banget;Positif
5;Aplikasi bagus;Positif
5;aplikasi ajaib nya bagus bngt mudah untuk dimengerti buat saham-saham dan lainnya;Positif
5;Aplikasi nya mudah di mengerti, cocok banget sih, thanks ngebantu banget.;Positif
5;Aplikasi nya keren;Positif
5;Oke sip;Positif
5;Memang ajaib;Positif
5;Bagus buat pemula yang ingin berinvestasi;Positif
5;Wah ajaib;Positif
5;Aplikasi sangat bagus dan bermanfaat;Positif
5;Sangat bermanfaat;Positif
5;Cakeup;Positif
5;Ragu Ku dengan aplikasi ini.bagaimana cara nya sih.;Positif
5;Bagus;Positif
5;Ajaib sekali;Positif
1;Gagal dalam pembukaan rekening, katanya data kurang. Tapi chat sm cs ditanya dok apa yg kurang g dijawab jelas.. parah sih g ada solusi..;Negatif
5;well404 yok bisa yookk.. Saling bantu😁;Positif
2;Mending jangan kalau bisa main yg lebih resmi delaynya parah.. Jual nya ambil 1 point dari seluruh saham kita. bayanggin kalau punya banyak lot jualnya susah nunggu selisih 1 point baru terjual buat bandar;Negatif
5;Sangat bagus yg mau belajar saham;Positif
5;Mantab😍😍;Positif
5;Kerennn bangettt aplikasinyaa 😍;Positif
5;saya sudah pernah buka akun cuan sedikit lgsung tarik, tp kepotong biaya bank Kustodian nya/manajer investasi atau mungkin dr aplikasi tp ga byk kok cuman brp ribu. intinya si untuk pencairan mudah nunggu 3hari dijam kerja;Positif
5;aplikasinyaa bnr² bagus bngt ga siee buat investasi saham, eumm mantapp bngt lhoooo;Positif
5;Dulu respon chat lama saya kasih bintang 3, sekarang sudah diperbaiki dan chat cepat ditanggapi. Saya kasih bintang 5.;Positif
5;Yessy pernah kerja di PT Kao ,Indonesia,PT,jm group,PT,happy karaoke,PT asuransi koperasi Indonesia,;Positif
5;Bagus dan sangat menguntungkan;Positif
5;Bagus bgtttttttt;Positif
5;Semoga kedepan lebih baik lagi.maju amanah.;Positif
5;Kerennn;Positif
5;ᴹᵃˢᵘᵏᵃⁿ ᵏᵒᵈᵉ ʳᵉᶠᵉʳᵃˡ'' 𝒈𝒐𝒑𝒆⁷⁸⁴'' ᵃᵖˡⁱᵏᵃˢⁱ ⁱⁿᵛᵉˢᵗᵃˢⁱ ᵗᵉʳᵇᵃⁱᵏ ᵈᵃʳⁱ ᵈᵘˡᵘ,,ˢᵃʸᵃ ˢᵘᵈᵃʰ ᵇᵉʳᵍᵃᵇᵘⁿᵍ ˡᵉᵇⁱʰ ᵈᵃʳⁱ ⁵ ᵗᵃʰᵘⁿ,,ᵈᵃⁿ ʰᵃˢⁱˡ ⁱⁿᵛᵉˢᵗᵃˢⁱ ˢᵃʸᵃ ᵈᵃʳⁱ ᵃᵖˡⁱᵏᵃˢⁱ ⁱⁿⁱ ˢᵘᵈᵃʰ ˢᵃʸᵃ ᵇᵉˡⁱᵏᵃⁿ ᵗᵃⁿᵃʰ,,ᵗᵉʳⁱᵐᵃᵏᵃˢⁱʰ ᵃʲᵃⁱᵇ<<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Positif
5;Aplikasinya bagus dan sudah terdaftar di ojk;Positif
5;apl bagus;Positif
5;ok. mantap;Positif
5;aplikasinya baguss;Positif
5;Aplikasinya sgt bagus;Positif
5;Apk sangat membantu;Positif
5;Membantu sekali ajaib wow;Positif
5;bagussss bangettttttttttttttttt;Positif
5;Baguss bagusss👍👍👍👍👍👍👍👍👍;Positif
5;Aplikasinya bener bener ajaib;Positif
5;mantab banget buruan coba;Positif
5;bagus aplikasi sipp mntpp 👍;Positif
5;Aplikasinya bagus dan aman karena terdaftar di ojk.;Positif
5;Bagus;Positif
1;Untuk belinya saja cepat,, agak kecewa waktu jual saham proses nya lama sekali sampe 2hari belum masuk ke saldo rdn, tolong itu di perbaikki buat lebih cepat masak kalah sama crypto seperti apk indodax pintu tokocrypto lebih cepat untuk transaksi nya;Negatif
5;Aplikasinya keren;Positif
5;Sesuai namanya 'Ajaib', memudahkan pemula utk belajar Invest. Good!;Positif
